Key	Value
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的长老略一沉吟答应了[NAME]入伙，短短几日，[NAME]觉得修为有了长足进步。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的长老略一沉吟答应了[NAME]入伙，短短几日，[NAME]觉得修为有了长足进步。
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的长老略一沉吟答应[NAME]的请求。[NAME]面色一喜，却没想到对面突然出手偷袭，[NAME]瞬间被重创，拼了全力才逃得性命。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]表明来意，愿意帮忙，只是需要分润一些好处。{0}的长老略一沉吟答应[NAME]的请求。[NAME]面色一喜，却没想到对面突然出手偷袭，[NAME]瞬间被重创，拼了全力才逃得性命。
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这附近的居民。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这附近的居民。
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这群邪派妖人并不打算放过[NAME]，他们循着气息一路追来。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在掳掠根基不错的凡人修炼魔功。\n[NAME]含怒出手，毫不容情，双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这群邪派妖人并不打算放过[NAME]，他们循着气息一路追来。
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。	[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAME]一招得手，全部丢掉了性命。	[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAME]一招得手，全部丢掉了性命。
[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAME]。\n[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAME]，他们循着气息一路追来。	[NAME]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAME]。\n[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAME]，他们循着气息一路追来。
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAME]一招得手，全部丢掉了性命。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAME]一招得手，全部丢掉了性命。
[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAME]。\n[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAME]，他们循着气息一路追来。	[NAME]悄悄追踪这几位长老的踪迹。发现这是一群{0}的内门长老在下山历练。\n[NAME]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAME]。\n[NAME]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAME]，他们循着气息一路追来。
[NAME]施展神通，一番争斗，最终从一名{0}的弟子手中夺得法宝。	[NAME]施展神通，一番争斗，最终从一名{0}的弟子手中夺得法宝。
[NAME]施展神通，一番争斗，但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。	[NAME]施展神通，一番争斗，但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。
[NAME]施展神通护体，隔绝四周极寒，进入法宝出土之处。经过一番争斗，最终从一名{0}的弟子手中夺得法宝。	[NAME]施展神通护体，隔绝四周极寒，进入法宝出土之处。经过一番争斗，最终从一名{0}的弟子手中夺得法宝。
[NAME]施展神通护体，隔绝四周极寒，进入法宝出土之处。但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。	[NAME]施展神通护体，隔绝四周极寒，进入法宝出土之处。但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。
[NAME]根本无法忍受这附近的严寒，只得无奈离去。	[NAME]根本无法忍受这附近的严寒，只得无奈离去。
[NAME]施展神通护体，隔绝四周炎热，进入法宝出土之处。经过一番争斗，最终从一名{0}的弟子手中夺得法宝。	[NAME]施展神通护体，隔绝四周炎热，进入法宝出土之处。经过一番争斗，最终从一名{0}的弟子手中夺得法宝。
[NAME]施展神通护体，隔绝四周炎热，进入法宝出土之处。但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。	[NAME]施展神通护体，隔绝四周炎热，进入法宝出土之处。但可惜的是最终棋差一招，惜败于一名{0}的弟子，与法宝无缘。
[NAME]根本无法忍受这附近的酷热，只得无奈离去。	[NAME]根本无法忍受这附近的酷热，只得无奈离去。
[NAME]进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。	[NAME]进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。
[NAME]进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。	[NAME]进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。
[NAME]施展神通，隔绝严寒，进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。	[NAME]施展神通，隔绝严寒，进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。
[NAME]施展神通，隔绝严寒，进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。	[NAME]施展神通，隔绝严寒，进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。
[NAME]根本无法忍受洞府中的严寒，只得无奈离去。	[NAME]根本无法忍受洞府中的严寒，只得无奈离去。
[NAME]施展神通，避开真火，进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。	[NAME]施展神通，避开真火，进入洞府中寻找仙缘，最终在一个不起眼的房间发现了一方玉匣。
[NAME]施展神通，避开真火，进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。	[NAME]施展神通，避开真火，进入洞府中寻找仙缘，但是最后还是一无所获，反而不慎触发了禁法而负伤，只能暗叹与仙府无缘。
[NAME]根本无法忍受洞府中的真火，只得无奈离去。	[NAME]根本无法忍受洞府中的真火，只得无奈离去。
[NAME]进入洞府，施展自己的炼器之术连连解开禁法，最终在一个不起眼的房间发现了一方玉匣。	[NAME]进入洞府，施展自己的炼器之术连连解开禁法，最终在一个不起眼的房间发现了一方玉匣。
[NAME]不自量力，以身涉险冒入洞府，身陷重重禁法中身受重伤，最终得他人相助才逃出洞府。	[NAME]不自量力，以身涉险冒入洞府，身陷重重禁法中身受重伤，最终得他人相助才逃出洞府。
[NAME]在破解洞府中枢禁制的时候，一时不察陷入了禁制中的陷阱而负伤。[NAME]急中生智，最终破禁而出，逃出洞府。	[NAME]在破解洞府中枢禁制的时候，一时不察陷入了禁制中的陷阱而负伤。[NAME]急中生智，最终破禁而出，逃出洞府。
洞府之中机关重重，[NAME]凭着过硬的炼器之术一路化险为夷。但是似乎机缘不好，始终没有找到什么有价值的东西。只能暗叹与仙府无缘。	洞府之中机关重重，[NAME]凭着过硬的炼器之术一路化险为夷。但是似乎机缘不好，始终没有找到什么有价值的东西。只能暗叹与仙府无缘。
[NAME]想了想，决定还是不冒险，转身离去。	[NAME]想了想，决定还是不冒险，转身离去。
洞府之中遍布奇特植物，毒物与陷阱。所幸[NAME]亦是丹道宗师，见招拆招，一路有惊无险的度过。最终，[NAME]在一个不起眼的房间发现了一方玉匣。	洞府之中遍布奇特植物，毒物与陷阱。所幸[NAME]亦是丹道宗师，见招拆招，一路有惊无险的度过。最终，[NAME]在一个不起眼的房间发现了一方玉匣。
[NAME]不自量力，以身涉险冒入洞府，被一直奇异的植物卷入禁法中，身负重伤，最终得他人相助才逃出洞府。	[NAME]不自量力，以身涉险冒入洞府，被一直奇异的植物卷入禁法中，身负重伤，最终得他人相助才逃出洞府。
[NAME]在利用洞府中遗留的药物驯服镇洞神兽时没有把控好剂量，神兽当场发狂，打伤了[NAME]。危急关头，[NAME]以药物短暂催眠了神兽，逃出洞府。	[NAME]在利用洞府中遗留的药物驯服镇洞神兽时没有把控好剂量，神兽当场发狂，打伤了[NAME]。危急关头，[NAME]以药物短暂催眠了神兽，逃出洞府。
洞府之中机关重重，[NAME]凭着过硬的炼丹之术一路化险为夷。但是似乎机缘不好，始终没有找到什么有价值的东西。只能暗叹与仙府无缘。	洞府之中机关重重，[NAME]凭着过硬的炼丹之术一路化险为夷。但是似乎机缘不好，始终没有找到什么有价值的东西。只能暗叹与仙府无缘。
[NAME]演算天机，精确的算出了古书的下落。在所有人都没有找到线索之前，[NAME]轻松的获得了古书。	[NAME]演算天机，精确的算出了古书的下落。在所有人都没有找到线索之前，[NAME]轻松的获得了古书。
[NAME]演算天机，精确的算出了古书的下落。但当[NAME]抵达地点时却发现古书已经被人先一步取走了。	[NAME]演算天机，精确的算出了古书的下落。但当[NAME]抵达地点时却发现古书已经被人先一步取走了。
[NAME]随便找了个方向，放出神念以地毯式的搜索古书下落。[NAME]机缘不错，居然很快就找到了线索，抢先一步找到了古书。	[NAME]随便找了个方向，放出神念以地毯式的搜索古书下落。[NAME]机缘不错，居然很快就找到了线索，抢先一步找到了古书。
[NAME]随便找了个方向，放出神念以地毯式的搜索古书下落。这无异于大海捞针，[NAME]费劲心思还是没能找到线索。只能暗叹与古书无缘。	[NAME]随便找了个方向，放出神念以地毯式的搜索古书下落。这无异于大海捞针，[NAME]费劲心思还是没能找到线索。只能暗叹与古书无缘。
[NAME]经过一番血战，终于夺得了秘籍。	[NAME]经过一番血战，终于夺得了秘籍。
[NAME]以强横的修为力压全场，轻松的获得了秘籍。	[NAME]以强横的修为力压全场，轻松的获得了秘籍。
[NAME]试图打败所有竞争对手，但是可惜修为差了火候，败于敌手。	[NAME]试图打败所有竞争对手，但是可惜修为差了火候，败于敌手。
[NAME]静观其变，在众人争到不可开交的时候突然出手，夺取了秘籍。	[NAME]静观其变，在众人争到不可开交的时候突然出手，夺取了秘籍。
[NAME]静观其变，在众人争到不可开交的时候突然出手,但是却反而成为众矢之的，被围攻受伤。	[NAME]静观其变，在众人争到不可开交的时候突然出手,但是却反而成为众矢之的，被围攻受伤。
[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，以神念参悟石刻。	[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，以神念参悟石刻。
定境之中不知多久，[NAME]突然福至心灵，从石刻上破碎的文字中领悟出一门神通！	定境之中不知多久，[NAME]突然福至心灵，从石刻上破碎的文字中领悟出一门神通！
定境之中不知多久，[NAME]始终找不到那丝灵感。随着石刻上的字迹逐渐消失，[NAME]只能无奈离去。	定境之中不知多久，[NAME]始终找不到那丝灵感。随着石刻上的字迹逐渐消失，[NAME]只能无奈离去。
[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，施展法力抵御极寒，以神念参悟石刻。	[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，施展法力抵御极寒，以神念参悟石刻。
[NAME]根本无法忍受龙崖石刻附近极寒的环境，更遑论静坐参悟，只得无奈离去。	[NAME]根本无法忍受龙崖石刻附近极寒的环境，更遑论静坐参悟，只得无奈离去。
[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，施展法力抵御真火，以神念参悟石刻。	[NAME]心知龙崖石刻现世不会超过五天，赶忙找了一块空地坐下，施展法力抵御真火，以神念参悟石刻。
[NAME]根本无法忍受龙崖石刻附近极热的环境，更遑论静坐参悟，只得无奈离去。	[NAME]根本无法忍受龙崖石刻附近极热的环境，更遑论静坐参悟，只得无奈离去。
[NAME]来到虫谷之中，突然感到山谷中隐约有什么东西在呼唤自己。[NAME]随着呼唤一路前行，终于在虫谷深处一片漆黑如墨的深潭中找到一柄锈蚀的宝剑。	[NAME]来到虫谷之中，突然感到山谷中隐约有什么东西在呼唤自己。[NAME]随着呼唤一路前行，终于在虫谷深处一片漆黑如墨的深潭中找到一柄锈蚀的宝剑。
当[NAME]用手触碰宝剑的同时，九天震动，北斗星辉如瀑布一般劈开虫谷上空的妖云，汇聚到宝剑上。剑上星辉闪耀，闪现两个古篆：洞心。	当[NAME]用手触碰宝剑的同时，九天震动，北斗星辉如瀑布一般劈开虫谷上空的妖云，汇聚到宝剑上。剑上星辉闪耀，闪现两个古篆：洞心。
洞心	洞心
昔日混元祖师随身至宝，失落于虫谷之中千年。	昔日混元祖师随身至宝，失落于虫谷之中千年。
[NAME]进入虫谷之中，苦苦寻觅，奈何毫无线索，只能无奈离去。	[NAME]进入虫谷之中，苦苦寻觅，奈何毫无线索，只能无奈离去。
[NAME]刚潜入潭水中就感到自己身体内有什么东西觉醒了。仿佛是太古的记忆，[NAME]听从本能迅速下潜。不知过了多久，[NAME]来到潭底，发现潭底有一颗巨大的石球。	[NAME]刚潜入潭水中就感到自己身体内有什么东西觉醒了。仿佛是太古的记忆，[NAME]听从本能迅速下潜。不知过了多久，[NAME]来到潭底，发现潭底有一颗巨大的石球。
[NAME]用神念包裹石球，石球表面渐渐裂开，竟然是一颗巨大的玄牝珠。这颗妖丹似乎对[NAME]的气息充满好感，自动投入[NAME]紫府之中。这时[NAME]才发现，自己身体仿佛焕然一新，潜藏在身体中的龙之血脉觉醒了。	[NAME]用神念包裹石球，石球表面渐渐裂开，竟然是一颗巨大的玄牝珠。这颗妖丹似乎对[NAME]的气息充满好感，自动投入[NAME]紫府之中。这时[NAME]才发现，自己身体仿佛焕然一新，潜藏在身体中的龙之血脉觉醒了。
龙珠	龙珠
疑似太古祖龙遗留下来的妖丹，沉于毒龙潭底不知多少岁月。	疑似太古祖龙遗留下来的妖丹，沉于毒龙潭底不知多少岁月。
[NAME]潜入毒龙潭中，但是下潜到千米深度，潭水中阴寒的力量就让[NAME]无法忍耐了。	[NAME]潜入毒龙潭中，但是下潜到千米深度，潭水中阴寒的力量就让[NAME]无法忍耐了。
[NAME]仔细查找了炼丹峰医仙洞府的遗迹，身为炼丹宗师的敏锐让[IT]发现了一丝异常。[NAME]发现炼丹峰上仙灵草的长势略有细微不同，其中有一部分沿着一道非常工整的脉络生长的稍微茂盛一些。	[NAME]仔细查找了炼丹峰医仙洞府的遗迹，身为炼丹宗师的敏锐让[IT]发现了一丝异常。[NAME]发现炼丹峰上仙灵草的长势略有细微不同，其中有一部分沿着一道非常工整的脉络生长的稍微茂盛一些。
[NAME]顺着脉络研究，终于在炼丹峰山脚下的一座洞窟中发现了一间密室。密室之中是一间炼丹室，其中事物大多腐朽，只有一册玉书与三葫芦丹药保存完好。	[NAME]顺着脉络研究，终于在炼丹峰山脚下的一座洞窟中发现了一间密室。密室之中是一间炼丹室，其中事物大多腐朽，只有一册玉书与三葫芦丹药保存完好。
[NAME]翻遍了炼丹峰，甚至用神念渗透地层百米，都无法查到一点蛛丝马迹，只能无功而返。	[NAME]翻遍了炼丹峰，甚至用神念渗透地层百米，都无法查到一点蛛丝马迹，只能无功而返。
[NAME]进入火穴之中，往地下深处一路前进。四周温度很快超过了正常修行者所能忍受的极限，多亏[NAME]另有奇遇，得以忍耐此等炼狱。	[NAME]进入火穴之中，往地下深处一路前进。四周温度很快超过了正常修行者所能忍受的极限，多亏[NAME]另有奇遇，得以忍耐此等炼狱。
随着下行深度加深，已经逐渐接近地火层。[NAME]也逐渐无法抵抗此等酷热，就在此时，[NAME]终于发现一大块星髓镶嵌在岩壁上，四周更长满了神药朱果。看来火穴是陨星坠落之地的传言果然有几分真实。[NAME]将宝物收好，赶忙离开了火穴。	随着下行深度加深，已经逐渐接近地火层。[NAME]也逐渐无法抵抗此等酷热，就在此时，[NAME]终于发现一大块星髓镶嵌在岩壁上，四周更长满了神药朱果。看来火穴是陨星坠落之地的传言果然有几分真实。[NAME]将宝物收好，赶忙离开了火穴。
[NAME]深入火穴，但最终还是无法忍耐其中炙热之高温，只能离去。	[NAME]深入火穴，但最终还是无法忍耐其中炙热之高温，只能离去。
[NAME]潜入天池，按照地图搜索洞府入口。但似乎是千年来底壳变动，图上标注的入口竟然早已失去踪迹。就在[NAME]准备放弃时，从旁边湖底的淤泥里突然窜出一群银白色的小鱼。[NAME]心中一动。仔细查看了小鱼游出的地方，竟然发现一条隐藏的通风阵法。	[NAME]潜入天池，按照地图搜索洞府入口。但似乎是千年来底壳变动，图上标注的入口竟然早已失去踪迹。就在[NAME]准备放弃时，从旁边湖底的淤泥里突然窜出一群银白色的小鱼。[NAME]心中一动。仔细查看了小鱼游出的地方，竟然发现一条隐藏的通风阵法。
[NAME]顺着通风口潜入，发现了一个密封的储存间，似乎是昔日神农洞府幸存下来的一部分，其中藏物大多已经腐朽，只留下五只玉匣保存完好。[NAME]收起宝物，满意离去。	[NAME]顺着通风口潜入，发现了一个密封的储存间，似乎是昔日神农洞府幸存下来的一部分，其中藏物大多已经腐朽，只留下五只玉匣保存完好。[NAME]收起宝物，满意离去。
[NAME]潜入天池，按照地图搜索洞府入口。但似乎是千年来底壳变动，图上标注的入口竟然早已失去踪迹。只得无奈作罢。	[NAME]潜入天池，按照地图搜索洞府入口。但似乎是千年来底壳变动，图上标注的入口竟然早已失去踪迹。只得无奈作罢。
按照记载的秘法沟通了天魔。[NAME]意识深处传出不可名状的声音，不知过了多久，[NAME]才终于清醒过来。他发现他的记忆中多了一篇奇异文字写成的功法。而[IT]惊讶的发现自己居然完全可以看懂这些文字。	按照记载的秘法沟通了天魔。[NAME]意识深处传出不可名状的声音，不知过了多久，[NAME]才终于清醒过来。他发现他的记忆中多了一篇奇异文字写成的功法。而[IT]惊讶的发现自己居然完全可以看懂这些文字。
[NAME]小心翼翼的潜入藏经阁，竟然惊喜的发现密室的禁制并没有被毁坏。[NAME]心怀激动的打开密室，心中庆幸太一门五峰传承不绝。	[NAME]小心翼翼的潜入藏经阁，竟然惊喜的发现密室的禁制并没有被毁坏。[NAME]心怀激动的打开密室，心中庆幸太一门五峰传承不绝。
[NAME]展现了仙家气度，张二娃一家对[IT]奉若神明，恭敬的将石匣交给了[NAME]	[NAME]展现了仙家气度，张二娃一家对[IT]奉若神明，恭敬的将石匣交给了[NAME]
事后，南屏村流传出了仙人下红尘的种种传说。	事后，南屏村流传出了仙人下红尘的种种传说。
[NAME]展现了仙家气度，张二娃一家却总觉得[IT]是个骗子。	[NAME]展现了仙家气度，张二娃一家却总觉得[IT]是个骗子。
[NAME]没有办法，只得施展了隔空碎石的强大武力，震慑了众人，得到了石匣。	[NAME]没有办法，只得施展了隔空碎石的强大武力，震慑了众人，得到了石匣。
[NAME]从蜀山弟子口中得知，尚有一位妖人往中原方向逃窜而无人追捕。他们为了恢复功力，会寻找灵魂强大的凡人来修炼魔功,若放虎归山，怕是会有极大的杀孽。	[NAME]从蜀山弟子口中得知，尚有一位妖人往中原方向逃窜而无人追捕。他们为了恢复功力，会寻找灵魂强大的凡人来修炼魔功,若放虎归山，怕是会有极大的杀孽。
[NAME]提着妖人首级回报蜀山，蜀山派以一柄上好飞剑与入定之术的秘籍作为谢礼。	[NAME]提着妖人首级回报蜀山，蜀山派以一柄上好飞剑与入定之术的秘籍作为谢礼。
指玄剑	指玄剑
蜀山派打造的利剑，锋利而有灵性。	蜀山派打造的利剑，锋利而有灵性。
[NAME]回报蜀山，千魂教的妖人最终逃跑，不知所踪。	[NAME]回报蜀山，千魂教的妖人最终逃跑，不知所踪。
[NAME]想了想，还是不打算参合这件事了。转身离开蜀山。	[NAME]想了想，还是不打算参合这件事了。转身离开蜀山。
[NAME]决定放他离去，这名邪教弟子献上了一本朱漆封皮的诡异秘籍。	[NAME]决定放他离去，这名邪教弟子献上了一本朱漆封皮的诡异秘籍。
[NAME]不为所动，斩下了这个妖人的首级。	[NAME]不为所动，斩下了这个妖人的首级。
[NAME]离开了昆仑法会。	[NAME]离开了昆仑法会。
[NAME]虽仅有金丹修为，但却凭天纵之资论败诸多元神老怪，夺得论道头筹，名动天下。	[NAME]虽仅有金丹修为，但却凭天纵之资论败诸多元神老怪，夺得论道头筹，名动天下。
真·昆仑道尊	真·昆仑道尊
第%s年，以金丹修为于昆仑法会论道优胜！	第%s年，以金丹修为于昆仑法会论道优胜！
[NAME]引经据典，舌战群仙，七日论道竟夺得论道头筹，名声大振。	[NAME]引经据典，舌战群仙，七日论道竟夺得论道头筹，名声大振。
昆仑道尊	昆仑道尊
第%s年，昆仑法会论道优胜！	第%s年，昆仑法会论道优胜！
[NAME]引经据典，舌战群仙，但最终还是技差一步，一时间没能接上对方的诘问，遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。	[NAME]引经据典，舌战群仙，但最终还是技差一步，一时间没能接上对方的诘问，遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。
[NAME]试图参与论道，但是天资鲁钝的[IT]却根本跟不上场上诸位天纵之才的思路。虽然无望仙缘，[NAME]依然在这个过程中感悟良多，获益匪浅。	[NAME]试图参与论道，但是天资鲁钝的[IT]却根本跟不上场上诸位天纵之才的思路。虽然无望仙缘，[NAME]依然在这个过程中感悟良多，获益匪浅。
[NAME]虽仅有金丹修为，但却凭天纵之资论败诸多元神老怪，夺得论道头筹，名动天下。因[NAME]宗门已有《玉清仙法》传承，此次优胜便选择了一枚天道神丹作为奖励。	[NAME]虽仅有金丹修为，但却凭天纵之资论败诸多元神老怪，夺得论道头筹，名动天下。因[NAME]宗门已有《玉清仙法》传承，此次优胜便选择了一枚天道神丹作为奖励。
[NAME]引经据典，舌战群仙，数日论道竟夺得论道头筹，名声大振。因[NAME]宗门已有《玉清仙法》传承，此次优胜便选择了一枚天道神丹作为奖励。	[NAME]引经据典，舌战群仙，数日论道竟夺得论道头筹，名声大振。因[NAME]宗门已有《玉清仙法》传承，此次优胜便选择了一枚天道神丹作为奖励。
[NAME]参与法会，观摩诸位大能论道，获益匪浅！	[NAME]参与法会，观摩诸位大能论道，获益匪浅！
台上演法到激烈之处，[NAME]灵感一闪，竟然还领悟了一门秘籍！	台上演法到激烈之处，[NAME]灵感一闪，竟然还领悟了一门秘籍！
[NAME]虽仅有金丹修为，但其对炼器一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。	[NAME]虽仅有金丹修为，但其对炼器一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。
真·昆仑神匠	真·昆仑神匠
第%s年，以金丹修为于昆仑法会炼宝优胜！	第%s年，以金丹修为于昆仑法会炼宝优胜！
[NAME]展示出在炼器之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。	[NAME]展示出在炼器之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。
昆仑神匠	昆仑神匠
第%s年，昆仑法会炼宝优胜！	第%s年，昆仑法会炼宝优胜！
[NAME]虽然精通炼器之术，但是却在构思上略输一筹，最终遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。	[NAME]虽然精通炼器之术，但是却在构思上略输一筹，最终遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。
[NAME]试图参与炼宝大会，然而他在炼器之道上造诣不足，惨被淘汰。虽然无望仙缘，[NAME]依然在这个过程中感悟良多，获益匪浅。	[NAME]试图参与炼宝大会，然而他在炼器之道上造诣不足，惨被淘汰。虽然无望仙缘，[NAME]依然在这个过程中感悟良多，获益匪浅。
[NAME]虽仅有金丹修为，但其对炼器一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。因[NAME]宗门已有《己寅九冲多宝真解》传承，此次优胜便选择了一柄玉虚宫珍藏的神器作为奖励。	[NAME]虽仅有金丹修为，但其对炼器一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。因[NAME]宗门已有《己寅九冲多宝真解》传承，此次优胜便选择了一柄玉虚宫珍藏的神器作为奖励。
玉虚宫中珍藏的上古神器，来历不明。	玉虚宫中珍藏的上古神器，来历不明。
[NAME]展示出在炼器之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。因[NAME]宗门已有《己寅九冲多宝真解》传承，此次优胜便选择了一柄玉虚宫珍藏的神器作为奖励。	[NAME]展示出在炼器之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。因[NAME]宗门已有《己寅九冲多宝真解》传承，此次优胜便选择了一柄玉虚宫珍藏的神器作为奖励。
[NAME]虽仅有金丹修为，但其对炼丹一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。	[NAME]虽仅有金丹修为，但其对炼丹一道的独到理解却折服在场诸多高人，最终被选为优胜，名动天下。
真·昆仑药圣	真·昆仑药圣
第%s年，以金丹修为于昆仑法会丹会优胜！	第%s年，以金丹修为于昆仑法会丹会优胜！
[NAME]展示出在炼丹之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。	[NAME]展示出在炼丹之道上高超的理解，并折服诸多与会之人，拔得头筹，名声大振。
昆仑药圣	昆仑药圣
第%s年，昆仑法会丹会优胜！	第%s年，昆仑法会丹会优胜！
[NAME]虽然精通炼丹之术，但是却在控制火候时略微分心，最终遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。	[NAME]虽然精通炼丹之术，但是却在控制火候时略微分心，最终遗憾出局。虽然如此，[NAME]也获益匪浅，并为宗门争取了不少名声。
